index, x, y, layer, weight, rho, delta, nh, isSeed, clusterId
753, 164.250, -141.710, 0, 1.000, 0.000,     0, 0, 0, 0
754, -106.720, 23.720, 0, 1.000, 0.000,     0, 0, 0, 0
755, -19.140, 35.400, 0, 1.000, 0.000,     0, 0, 0, 0
756, -65.410, 83.730, 0, 1.000, 0.000,     0, 0, 0, 0
757, -74.950, 101.630, 0, 1.000, 0.000,     0, 0, 0, 0
758, 99.730, -63.300, 0, 1.000, 0.000,     0, 0, 0, 0
759, -37.860, 58.320, 0, 1.000, 0.000,     0, 0, 0, 0
760, 85.310, -41.780, 0, 1.000, 0.000,     0, 0, 0, 0
761, 152.760, -114.310, 0, 1.000, 0.000,     0, 0, 0, 0
762, -116.440, 193.230, 0, 1.000, 0.000,     0, 0, 0, 0
763, 137.080, -101.830, 0, 1.000, 0.000,     0, 0, 0, 0
764, -29.990, -114.900, 0, 1.000, 0.000,     0, 0, 0, 0
765, 162.660, -132.590, 0, 1.000, 0.000,     0, 0, 0, 0
766, -59.230, 80.730, 0, 1.000, 0.000,     0, 0, 0, 0
767, -43.390, -84.430, 0, 1.000, 0.000,     0, 0, 0, 0
768, -78.160, 123.960, 0, 1.000, 0.000,     0, 0, 0, 0
769, -43.680, 52.570, 0, 1.000, 0.000,     0, 0, 0, 0
770, 146.500, -125.960, 0, 1.000, 0.000,     0, 0, 0, 0
771, -60.700, 90.080, 0, 1.000, 0.000,     0, 0, 0, 0
772, -71.420, -40.140, 0, 1.000, 0.000,     0, 0, 0, 0
773, 97.670, -64.230, 0, 1.000, 0.000,     0, 0, 0, 0
774, -138.640, 68.280, 0, 1.000, 0.000,     0, 0, 0, 0
775, -79.870, 119.400, 0, 1.000, 0.000,     0, 0, 0, 0
776, -70.350, 110.170, 0, 1.000, 0.000,     0, 0, 0, 0
777, 179.380, -129.530, 0, 1.000, 0.000,     0, 0, 0, 0
778, 166.150, -152.370, 0, 1.000, 0.000,     0, 0, 0, 0
779, -131.540, 62.850, 0, 1.000, 0.000,     0, 0, 0, 0
780, -103.640, 12.990, 0, 1.000, 0.000,     0, 0, 0, 0
781, 191.070, -172.270, 0, 1.000, 0.000,     0, 0, 0, 0
782, 149.890, -130.690, 0, 1.000, 0.000,     0, 0, 0, 0
783, -63.500, 81.920, 0, 1.000, 0.000,     0, 0, 0, 0
784, -98.480, 14.710, 0, 1.000, 0.000,     0, 0, 0, 0
785, 121.840, -73.470, 0, 1.000, 0.000,     0, 0, 0, 0
786, 156.000, -142.190, 0, 1.000, 0.000,     0, 0, 0, 0
787, -97.830, -25.630, 0, 1.000, 0.000,     0, 0, 0, 0
788, 169.830, -138.320, 0, 1.000, 0.000,     0, 0, 0, 0
789, 158.930, -139.500, 0, 1.000, 0.000,     0, 0, 0, 0
790, -130.680, 41.100, 0, 1.000, 0.000,     0, 0, 0, 0
791, 75.040, -32.950, 0, 1.000, 0.000,     0, 0, 0, 0
792, 79.520, -40.630, 0, 1.000, 0.000,     0, 0, 0, 0
793, 137.080, -113.550, 0, 1.000, 0.000,     0, 0, 0, 0
794, -3.810, -132.230, 0, 1.000, 0.000,     0, 0, 0, 0
795, 210.470, -189.610, 0, 1.000, 0.000,     0, 0, 0, 0
796, -104.510, 8.460, 0, 1.000, 0.000,     0, 0, 0, 0
797, 71.060, -65.540, 0, 1.000, 0.000,     0, 0, 0, 0
798, -84.660, -40.720, 0, 1.000, 0.000,     0, 0, 0, 0
799, 219.780, -211.110, 0, 1.000, 0.000,     0, 0, 0, 0
800, -48.900, -99.970, 0, 1.000, 0.000,     0, 0, 0, 0
801, -99.260, 8.750, 0, 1.000, 0.000,     0, 0, 0, 0
802, -110.910, 106.600, 0, 1.000, 0.000,     0, 0, 0, 0
803, 124.920, -79.600, 0, 1.000, 0.000,     0, 0, 0, 0
804, 155.750, -128.570, 0, 1.000, 0.000,     0, 0, 0, 0
805, -111.060, -10.210, 0, 1.000, 0.000,     0, 0, 0, 0
806, -43.630, 83.360, 0, 1.000, 0.000,     0, 0, 0, 0
807, 133.680, -86.220, 0, 1.000, 0.000,     0, 0, 0, 0
808, -99.300, -12.690, 0, 1.000, 0.000,     0, 0, 0, 0
809, -38.620, 61.580, 0, 1.000, 0.000,     0, 0, 0, 0
810, -101.980, 116.360, 0, 1.000, 0.000,     0, 0, 0, 0
811, 98.730, -79.060, 0, 1.000, 0.000,     0, 0, 0, 0
812, -64.020, 79.150, 0, 1.000, 0.000,     0, 0, 0, 0
813, -76.260, -26.540, 0, 1.000, 0.000,     0, 0, 0, 0
814, -109.640, 20.620, 0, 1.000, 0.000,     0, 0, 0, 0
815, -82.520, -39.980, 0, 1.000, 0.000,     0, 0, 0, 0
816, -92.240, 9.420, 0, 1.000, 0.000,     0, 0, 0, 0
817, -124.750, 38.940, 0, 1.000, 0.000,     0, 0, 0, 0
818, -128.370, 30.440, 0, 1.000, 0.000,     0, 0, 0, 0
819, 106.920, -72.130, 0, 1.000, 0.000,     0, 0, 0, 0
820, -34.460, 26.450, 0, 1.000, 0.000,     0, 0, 0, 0
821, -133.630, 42.850, 0, 1.000, 0.000,     0, 0, 0, 0
822, -22.320, -106.690, 0, 1.000, 0.000,     0, 0, 0, 0
823, 201.200, -223.140, 0, 1.000, 0.000,     0, 0, 0, 0
824, 120.920, -96.950, 0, 1.000, 0.000,     0, 0, 0, 0
825, -107.250, -36.150, 0, 1.000, 0.000,     0, 0, 0, 0
826, -157.830, 67.130, 0, 1.000, 0.000,     0, 0, 0, 0
827, 124.410, -86.950, 0, 1.000, 0.000,     0, 0, 0, 0
828, 153.160, -93.450, 0, 1.000, 0.000,     0, 0, 0, 0
829, -73.000, -47.860, 0, 1.000, 0.000,     0, 0, 0, 0
830, -27.780, 42.150, 0, 1.000, 0.000,     0, 0, 0, 0
831, 63.240, 11.700, 0, 1.000, 0.000,     0, 0, 0, 0
832, -124.290, 70.710, 0, 1.000, 0.000,     0, 0, 0, 0
833, -79.660, 2.710, 0, 1.000, 0.000,     0, 0, 0, 0
834, 148.250, -115.060, 0, 1.000, 0.000,     0, 0, 0, 0
835, -114.240, 53.920, 0, 1.000, 0.000,     0, 0, 0, 0
836, 166.740, -168.460, 0, 1.000, 0.000,     0, 0, 0, 0
837, -47.150, 75.850, 0, 1.000, 0.000,     0, 0, 0, 0
838, -54.250, -47.490, 0, 1.000, 0.000,     0, 0, 0, 0
839, -114.710, 7.520, 0, 1.000, 0.000,     0, 0, 0, 0
840, 120.000, -100.280, 0, 1.000, 0.000,     0, 0, 0, 0
841, 192.810, -183.380, 0, 1.000, 0.000,     0, 0, 0, 0
842, -48.000, 42.900, 0, 1.000, 0.000,     0, 0, 0, 0
843, 115.630, -47.240, 0, 1.000, 0.000,     0, 0, 0, 0
844, -86.940, -1.020, 0, 1.000, 0.000,     0, 0, 0, 0
845, 197.330, -179.550, 0, 1.000, 0.000,     0, 0, 0, 0
846, -49.060, -73.960, 0, 1.000, 0.000,     0, 0, 0, 0
847, -94.510, 109.800, 0, 1.000, 0.000,     0, 0, 0, 0
848, 53.210, -15.630, 0, 1.000, 0.000,     0, 0, 0, 0
849, 101.740, -69.390, 0, 1.000, 0.000,     0, 0, 0, 0
850, 55.740, -18.190, 0, 1.000, 0.000,     0, 0, 0, 0
851, 220.950, -211.450, 0, 1.000, 0.000,     0, 0, 0, 0
852, -150.690, 83.540, 0, 1.000, 0.000,     0, 0, 0, 0
853, -129.060, 54.700, 0, 1.000, 0.000,     0, 0, 0, 0
854, -57.060, -25.330, 0, 1.000, 0.000,     0, 0, 0, 0
855, -130.060, 46.460, 0, 1.000, 0.000,     0, 0, 0, 0
856, 165.190, -147.480, 0, 1.000, 0.000,     0, 0, 0, 0
857, 35.730, -33.540, 0, 1.000, 0.000,     0, 0, 0, 0
858, -35.470, 34.090, 0, 1.000, 0.000,     0, 0, 0, 0
859, -181.590, 117.760, 0, 1.000, 0.000,     0, 0, 0, 0
860, 115.260, -87.220, 0, 1.000, 0.000,     0, 0, 0, 0
861, 147.400, -102.500, 0, 1.000, 0.000,     0, 0, 0, 0
862, 159.250, -143.800, 0, 1.000, 0.000,     0, 0, 0, 0
863, 141.890, -116.420, 0, 1.000, 0.000,     0, 0, 0, 0
864, -19.780, 51.150, 0, 1.000, 0.000,     0, 0, 0, 0
865, -42.200, 82.830, 0, 1.000, 0.000,     0, 0, 0, 0
866, -25.790, 26.560, 0, 1.000, 0.000,     0, 0, 0, 0
867, 2.620, 8.960, 0, 1.000, 0.000,     0, 0, 0, 0
868, -127.270, 144.270, 0, 1.000, 0.000,     0, 0, 0, 0
869, -37.070, 58.360, 0, 1.000, 0.000,     0, 0, 0, 0
870, -16.760, 20.830, 0, 1.000, 0.000,     0, 0, 0, 0
871, 208.110, -219.900, 0, 1.000, 0.000,     0, 0, 0, 0
872, -19.430, 41.230, 0, 1.000, 0.000,     0, 0, 0, 0
873, -70.230, 96.600, 0, 1.000, 0.000,     0, 0, 0, 0
874, -106.730, 31.270, 0, 1.000, 0.000,     0, 0, 0, 0
875, -70.270, -28.620, 0, 1.000, 0.000,     0, 0, 0, 0
876, -69.850, -34.560, 0, 1.000, 0.000,     0, 0, 0, 0
877, -115.720, 156.070, 0, 1.000, 0.000,     0, 0, 0, 0
878, -62.840, -56.790, 0, 1.000, 0.000,     0, 0, 0, 0
879, -99.890, -17.340, 0, 1.000, 0.000,     0, 0, 0, 0
880, 142.890, -104.520, 0, 1.000, 0.000,     0, 0, 0, 0
881, 119.780, -80.640, 0, 1.000, 0.000,     0, 0, 0, 0
882, -68.140, 65.950, 0, 1.000, 0.000,     0, 0, 0, 0
883, 81.400, -19.860, 0, 1.000, 0.000,     0, 0, 0, 0
884, -78.600, 97.730, 0, 1.000, 0.000,     0, 0, 0, 0
885, -122.840, 186.270, 0, 1.000, 0.000,     0, 0, 0, 0
886, -72.300, 126.320, 0, 1.000, 0.000,     0, 0, 0, 0
887, -87.520, 114.200, 0, 1.000, 0.000,     0, 0, 0, 0
888, -79.310, 107.280, 0, 1.000, 0.000,     0, 0, 0, 0
889, 208.230, -190.430, 0, 1.000, 0.000,     0, 0, 0, 0
890, -66.010, 76.490, 0, 1.000, 0.000,     0, 0, 0, 0
891, 94.410, -26.280, 0, 1.000, 0.000,     0, 0, 0, 0
892, -82.290, -24.140, 0, 1.000, 0.000,     0, 0, 0, 0
893, -97.490, 149.320, 0, 1.000, 0.000,     0, 0, 0, 0
894, -27.080, 38.730, 0, 1.000, 0.000,     0, 0, 0, 0
895, 105.940, -67.410, 0, 1.000, 0.000,     0, 0, 0, 0
896, 167.690, -92.980, 0, 1.000, 0.000,     0, 0, 0, 0
897, 211.850, -219.400, 0, 1.000, 0.000,     0, 0, 0, 0
898, -134.070, 155.090, 0, 1.000, 0.000,     0, 0, 0, 0
899, -50.150, -40.450, 0, 1.000, 0.000,     0, 0, 0, 0
900, 44.010, -61.680, 0, 1.000, 0.000,     0, 0, 0, 0
901, 52.360, 25.760, 0, 1.000, 0.000,     0, 0, 0, 0
902, 125.570, 88.260, 0, 1.000, 0.000,     0, 0, 0, 0
903, 183.770, 14.830, 0, 1.000, 0.000,     0, 0, 0, 0
904, -109.740, -2.870, 0, 1.000, 0.000,     0, 0, 0, 0
905, -184.570, -46.870, 0, 1.000, 0.000,     0, 0, 0, 0
906, 34.420, 172.280, 0, 1.000, 0.000,     0, 0, 0, 0
907, 217.080, -6.870, 0, 1.000, 0.000,     0, 0, 0, 0
908, 177.130, -126.960, 0, 1.000, 0.000,     0, 0, 0, 0
909, 69.310, -129.860, 0, 1.000, 0.000,     0, 0, 0, 0
910, -170.310, -200.170, 0, 1.000, 0.000,     0, 0, 0, 0
911, -193.650, 103.880, 0, 1.000, 0.000,     0, 0, 0, 0
912, 162.040, 52.650, 0, 1.000, 0.000,     0, 0, 0, 0
913, -61.330, 165.600, 0, 1.000, 0.000,     0, 0, 0, 0
914, 127.750, 30.640, 0, 1.000, 0.000,     0, 0, 0, 0
915, 1.010, -14.190, 0, 1.000, 0.000,     0, 0, 0, 0
916, -133.250, -83.570, 0, 1.000, 0.000,     0, 0, 0, 0
917, 211.300, 45.730, 0, 1.000, 0.000,     0, 0, 0, 0
918, -58.320, 172.370, 0, 1.000, 0.000,     0, 0, 0, 0
919, 127.600, -99.300, 0, 1.000, 0.000,     0, 0, 0, 0
920, -214.470, 59.040, 0, 1.000, 0.000,     0, 0, 0, 0
921, 0.460, -197.550, 0, 1.000, 0.000,     0, 0, 0, 0
922, -66.300, -122.870, 0, 1.000, 0.000,     0, 0, 0, 0
923, -45.560, -129.410, 0, 1.000, 0.000,     0, 0, 0, 0
924, -226.380, 76.710, 0, 1.000, 0.000,     0, 0, 0, 0
925, -23.030, -196.230, 0, 1.000, 0.000,     0, 0, 0, 0
926, 195.420, 183.780, 0, 1.000, 0.000,     0, 0, 0, 0
927, -27.820, 146.400, 0, 1.000, 0.000,     0, 0, 0, 0
928, 44.110, -95.740, 0, 1.000, 0.000,     0, 0, 0, 0
929, 91.530, 95.380, 0, 1.000, 0.000,     0, 0, 0, 0
930, -192.150, 132.080, 0, 1.000, 0.000,     0, 0, 0, 0
931, -127.960, -46.820, 0, 1.000, 0.000,     0, 0, 0, 0
932, -68.660, -178.720, 0, 1.000, 0.000,     0, 0, 0, 0
933, -192.820, -183.150, 0, 1.000, 0.000,     0, 0, 0, 0
934, -203.910, -200.890, 0, 1.000, 0.000,     0, 0, 0, 0
935, 200.270, -166.430, 0, 1.000, 0.000,     0, 0, 0, 0
936, 149.040, 184.050, 0, 1.000, 0.000,     0, 0, 0, 0
937, 223.700, 12.190, 0, 1.000, 0.000,     0, 0, 0, 0
938, -94.430, -147.940, 0, 1.000, 0.000,     0, 0, 0, 0
939, 82.550, -73.110, 0, 1.000, 0.000,     0, 0, 0, 0
940, -108.180, -155.390, 0, 1.000, 0.000,     0, 0, 0, 0
941, -73.380, -212.500, 0, 1.000, 0.000,     0, 0, 0, 0
942, -126.200, 120.690, 0, 1.000, 0.000,     0, 0, 0, 0
943, -166.170, 18.550, 0, 1.000, 0.000,     0, 0, 0, 0
944, 153.990, -2.080, 0, 1.000, 0.000,     0, 0, 0, 0
945, 203.950, 99.940, 0, 1.000, 0.000,     0, 0, 0, 0
946, 159.990, 212.820, 0, 1.000, 0.000,     0, 0, 0, 0
947, 34.040, -106.460, 0, 1.000, 0.000,     0, 0, 0, 0
948, -207.450, 139.970, 0, 1.000, 0.000,     0, 0, 0, 0
949, -7.730, -150.140, 0, 1.000, 0.000,     0, 0, 0, 0
950, 72.180, 102.720, 0, 1.000, 0.000,     0, 0, 0, 0
951, 31.480, 78.820, 0, 1.000, 0.000,     0, 0, 0, 0
952, -97.110, -98.030, 0, 1.000, 0.000,     0, 0, 0, 0
953, -133.770, 104.440, 0, 1.000, 0.000,     0, 0, 0, 0
954, 184.190, 71.990, 0, 1.000, 0.000,     0, 0, 0, 0
955, 171.770, 180.510, 0, 1.000, 0.000,     0, 0, 0, 0
956, -137.240, -52.000, 0, 1.000, 0.000,     0, 0, 0, 0
957, 127.020, 206.970, 0, 1.000, 0.000,     0, 0, 0, 0
958, -54.220, 10.320, 0, 1.000, 0.000,     0, 0, 0, 0
959, -27.480, -225.550, 0, 1.000, 0.000,     0, 0, 0, 0
960, 81.800, -29.170, 0, 1.000, 0.000,     0, 0, 0, 0
961, 135.120, -95.890, 0, 1.000, 0.000,     0, 0, 0, 0
962, 226.850, -121.490, 0, 1.000, 0.000,     0, 0, 0, 0
963, 89.180, 14.010, 0, 1.000, 0.000,     0, 0, 0, 0
964, -91.850, -215.510, 0, 1.000, 0.000,     0, 0, 0, 0
965, 135.590, -229.990, 0, 1.000, 0.000,     0, 0, 0, 0
966, -40.970, 120.560, 0, 1.000, 0.000,     0, 0, 0, 0
967, -1.700, -139.520, 0, 1.000, 0.000,     0, 0, 0, 0
968, 28.440, -204.930, 0, 1.000, 0.000,     0, 0, 0, 0
969, 106.430, 72.950, 0, 1.000, 0.000,     0, 0, 0, 0
970, -87.560, 217.490, 0, 1.000, 0.000,     0, 0, 0, 0
971, -202.650, -20.840, 0, 1.000, 0.000,     0, 0, 0, 0
972, -206.350, -124.760, 0, 1.000, 0.000,     0, 0, 0, 0
973, -86.880, -95.790, 0, 1.000, 0.000,     0, 0, 0, 0
974, 123.550, -39.190, 0, 1.000, 0.000,     0, 0, 0, 0
975, -22.690, 179.580, 0, 1.000, 0.000,     0, 0, 0, 0
976, -119.640, 7.300, 0, 1.000, 0.000,     0, 0, 0, 0
977, -94.160, -62.780, 0, 1.000, 0.000,     0, 0, 0, 0
978, 110.240, -151.080, 0, 1.000, 0.000,     0, 0, 0, 0
979, -162.030, -32.800, 0, 1.000, 0.000,     0, 0, 0, 0
980, -195.390, -170.060, 0, 1.000, 0.000,     0, 0, 0, 0
981, -60.160, -227.720, 0, 1.000, 0.000,     0, 0, 0, 0
982, 171.950, 154.800, 0, 1.000, 0.000,     0, 0, 0, 0
983, -213.560, 57.170, 0, 1.000, 0.000,     0, 0, 0, 0
984, -56.830, 176.600, 0, 1.000, 0.000,     0, 0, 0, 0
985, 41.770, -206.160, 0, 1.000, 0.000,     0, 0, 0, 0
986, 34.790, -221.080, 0, 1.000, 0.000,     0, 0, 0, 0
987, 138.300, -13.280, 0, 1.000, 0.000,     0, 0, 0, 0
988, -101.230, 11.160, 0, 1.000, 0.000,     0, 0, 0, 0
989, 133.830, -51.660, 0, 1.000, 0.000,     0, 0, 0, 0
990, -27.700, -75.900, 0, 1.000, 0.000,     0, 0, 0, 0
991, -4.100, -171.640, 0, 1.000, 0.000,     0, 0, 0, 0
992, 167.220, 143.530, 0, 1.000, 0.000,     0, 0, 0, 0
993, -88.390, 179.010, 0, 1.000, 0.000,     0, 0, 0, 0
994, 22.450, 73.840, 0, 1.000, 0.000,     0, 0, 0, 0
995, 84.030, -154.880, 0, 1.000, 0.000,     0, 0, 0, 0
996, 203.620, 87.550, 0, 1.000, 0.000,     0, 0, 0, 0
997, 108.690, -23.250, 0, 1.000, 0.000,     0, 0, 0, 0
998, 185.020, 141.460, 0, 1.000, 0.000,     0, 0, 0, 0
999, -212.270, -34.710, 0, 1.000, 0.000,     0, 0, 0, 0
